topicId,split,topicText,topicTarget,topicSentiment,claims.claimId,claims.stance,claims.claimCorrectedText,claims.claimOriginalText,claims.Compatible,claims.claimTarget.text,claims.claimTarget.span.start,claims.claimTarget.span.end,claims.claimSentiment,claims.targetsRelation,char_length,word_count
483,train,This house believes that it is sometimes right for the government to restrict freedom of speech,freedom of speech,-1,153386,PRO,limitations on free speech balance rights to free speech and other rights,limitations on free speech balance rights to free speech and other rights,yes,limitations on free speech,0.0,26.0,1.0,-1.0,73,12
483,train,This house believes that it is sometimes right for the government to restrict freedom of speech,freedom of speech,-1,153387,PRO,the government may censor speech when the speech is its own,the government may censor speech when the speech is its own,no,,,,,,59,11
483,train,This house believes that it is sometimes right for the government to restrict freedom of speech,freedom of speech,-1,156336,CON,"freedom of speech, in order to exist and function, necessarily extends to even the unpopular","freedom of speech, in order to exist and function, necessarily extends to even the unpopular",no,,,,,,92,15
483,train,This house believes that it is sometimes right for the government to restrict freedom of speech,freedom of speech,-1,158683,CON,the individual must have unlimited access to the ideas of his fellow men in “a free and open encounter,the individual must have unlimited access to the ideas of his fellow men in “a free and open encounter,yes,unlimited access to the ideas of his fellow men,25.0,72.0,1.0,1.0,102,19
483,train,This house believes that it is sometimes right for the government to restrict freedom of speech,freedom of speech,-1,158684,CON,The individual freedom of expression is essential to the well-being of society,The individual freedom of expression is therefore essential to the well-being of society,yes,The individual freedom of expression,0.0,36.0,1.0,1.0,78,12
483,train,This house believes that it is sometimes right for the government to restrict freedom of speech,freedom of speech,-1,158685,PRO,"freedom can be restricted for reasons of ""sovereignty and integrity","freedom can be restricted for reasons of ""sovereignty and integrity",yes,freedom,0.0,7.0,-1.0,1.0,67,10
483,train,This house believes that it is sometimes right for the government to restrict freedom of speech,freedom of speech,-1,160213,CON,"The people should not be deprived or abridged of their right to speak, to write, or to publish their sentiments","The people shall not be deprived or abridged of their right to speak, to write, or to publish their sentiments",yes,"their right to speak, to write, or to publish their sentiments",49.0,111.0,1.0,1.0,111,20
483,train,This house believes that it is sometimes right for the government to restrict freedom of speech,freedom of speech,-1,165142,PRO,"when a nation is at war, many things that might be said in time of peace are such a hindrance to its effort that their utterance will not be endured so long as men fight","when a nation is at war, many things that might be said in time of peace are such a hindrance to its effort that their utterance will not be endured so long as men fight",yes,many things that might be said in time of peace,25.0,72.0,-1.0,1.0,169,35
483,train,This house believes that it is sometimes right for the government to restrict freedom of speech,freedom of speech,-1,165144,PRO,the circumstances of wartime permit greater restrictions on free speech than would be allowable during peacetime,the circumstances of wartime permit greater restrictions on free speech than would be allowable during peacetime,no,,,,,,112,16
483,train,This house believes that it is sometimes right for the government to restrict freedom of speech,freedom of speech,-1,165153,PRO,The right to free speech conflicts with other rights,the right to free speech conflicts with these other rights,yes,The right to free speech,0.0,24.0,-1.0,1.0,52,9
483,train,This house believes that it is sometimes right for the government to restrict freedom of speech,freedom of speech,-1,165154,PRO,the freely expressed word can be a direct threat to other human rights,the freely expressed word can be a direct threat to other human rights,yes,the freely expressed word,0.0,25.0,-1.0,1.0,70,13
483,train,This house believes that it is sometimes right for the government to restrict freedom of speech,freedom of speech,-1,168473,CON,The free communication of ideas and opinions is one of the most precious of the rights of man,The free communication of ideas and opinions is one of the most precious of the rights of man,yes,The free communication of ideas and opinions,0.0,44.0,1.0,1.0,93,18
483,train,This house believes that it is sometimes right for the government to restrict freedom of speech,freedom of speech,-1,168474,PRO,The right to freedom of speech and expression may be limited when conflicting with other rights,may be limited when conflicting with other rights,yes,The right to freedom of speech and expression,0.0,45.0,-1.0,1.0,95,16
483,train,This house believes that it is sometimes right for the government to restrict freedom of speech,freedom of speech,-1,168475,CON,the expression of dissent or subversive views should be tolerated,the expression of dissent or subversive views should be tolerated,yes,the expression of dissent or subversive views,0.0,45.0,1.0,1.0,65,10
483,train,This house believes that it is sometimes right for the government to restrict freedom of speech,freedom of speech,-1,168477,CON,"free discussion is necessary to prevent the ""deep slumber of a decided opinion","free discussion is necessary to prevent the ""deep slumber of a decided opinion",yes,free discussion,0.0,15.0,1.0,1.0,78,13
483,train,This house believes that it is sometimes right for the government to restrict freedom of speech,freedom of speech,-1,168478,PRO,Speech can be justifiably suppressed in order to prevent harm from a clear and direct threat,speech can be justifiably suppressed is in order to prevent harm from a clear and direct threat,yes,Speech,0.0,6.0,-1.0,1.0,92,16
483,train,This house believes that it is sometimes right for the government to restrict freedom of speech,freedom of speech,-1,168479,CON,there must be no constraints on the free flow of information and ideas,there must be no constraints on the free flow of information and ideas,yes,the free flow of information and ideas,32.0,70.0,1.0,1.0,70,13
483,train,This house believes that it is sometimes right for the government to restrict freedom of speech,freedom of speech,-1,168480,CON,democracy will not be true to its essential ideal if those in power are able to manipulate the electorate by withholding information and stifling criticism,democracy will not be true to its essential ideal if those in power are able to manipulate the electorate by withholding information and stifling criticism,yes,withholding information and stifling criticism,109.0,155.0,-1.0,-1.0,155,25
483,train,This house believes that it is sometimes right for the government to restrict freedom of speech,freedom of speech,-1,168481,CON,freedom of speech helps to provide a balance between stability and change,freedom of speech helps to provide a balance between stability and change,yes,freedom of speech,0.0,17.0,1.0,1.0,73,12
483,train,This house believes that it is sometimes right for the government to restrict freedom of speech,freedom of speech,-1,168482,CON,"there ought to exist the fullest liberty of professing and discussing, as a matter of ethical conviction, any doctrine, however immoral it may be considered","there ought to exist the fullest liberty of professing and discussing, as a matter of ethical conviction, any doctrine, however immoral it may be considered",yes,the fullest liberty of professing and discussing,21.0,69.0,1.0,1.0,156,25
483,train,This house believes that it is sometimes right for the government to restrict freedom of speech,freedom of speech,-1,168483,PRO,some forms of expression can be legitimately prohibited by law because they are very offensive,some forms of expression can be legitimately prohibited by law because they are very offensive,yes,some forms of expression,0.0,24.0,-1.0,1.0,94,15
483,train,This house believes that it is sometimes right for the government to restrict freedom of speech,freedom of speech,-1,168745,CON,Freedom of speech is a fundamental human right,"freedom of speech, a fundamental human right",yes,Freedom of speech,0.0,17.0,1.0,1.0,46,8
483,train,This house believes that it is sometimes right for the government to restrict freedom of speech,freedom of speech,-1,168747,PRO,it is necessary to prevent the use of information resources and technologies for criminal and terrorist purposes,it is necessary to prevent the use of information resources and technologies for criminal and terrorist purposes,yes,the use of information resources and technologies for criminal and terrorist purposes,27.0,112.0,-1.0,1.0,112,17
483,train,This house believes that it is sometimes right for the government to restrict freedom of speech,freedom of speech,-1,168748,CON,"the more freely information flows, the stronger societies become","the more freely information flows, the stronger societies become",yes,the more freely information flows,0.0,33.0,1.0,1.0,64,9
483,train,This house believes that it is sometimes right for the government to restrict freedom of speech,freedom of speech,-1,169500,CON,No human right is more basic than freedom of expression,No human right is more basic than freedom of expression,yes,freedom of expression,34.0,55.0,1.0,1.0,55,10
483,train,This house believes that it is sometimes right for the government to restrict freedom of speech,freedom of speech,-1,169501,PRO,Clear and present danger is posed by discriminatory speech and the growth of e-hate,clear and present danger posed by discriminatory speech and the growth of e-hate,yes,discriminatory speech and the growth of e-hate,37.0,83.0,-1.0,1.0,83,14
483,train,This house believes that it is sometimes right for the government to restrict freedom of speech,freedom of speech,-1,169502,CON,Freedom of expression is the lifeblood of any free and open society,Freedom of expression is the lifeblood of any free and open society,yes,Freedom of expression,0.0,21.0,1.0,1.0,67,12
483,train,This house believes that it is sometimes right for the government to restrict freedom of speech,freedom of speech,-1,169526,PRO,liberty of expression 'is not absolute,liberty of expression 'is not absolute,yes,liberty of expression,0.0,21.0,-1.0,1.0,38,6
483,train,This house believes that it is sometimes right for the government to restrict freedom of speech,freedom of speech,-1,169527,CON,government may not prohibit the expression of an idea simply because society finds the idea offensive or disagreeable,government may not prohibit the expression of an idea simply because society finds the idea offensive or disagreeable,yes,prohibit the expression of an idea,19.0,53.0,-1.0,-1.0,117,18
483,train,This house believes that it is sometimes right for the government to restrict freedom of speech,freedom of speech,-1,169528,PRO,Punishment of dangerous or offensive writings is necessary for the preservation of peace and good order,"punishment of ""dangerous or offensive writings..[was] necessary for the preservation of peace and good order",yes,Punishment of dangerous or offensive writings,0.0,45.0,1.0,-1.0,103,16
483,train,This house believes that it is sometimes right for the government to restrict freedom of speech,freedom of speech,-1,169529,PRO,Reasonable restrictions upon free speech serve public order,"reasonable"" restrictions upon free speech to serve ""public order",yes,Reasonable restrictions upon free speech,0.0,40.0,1.0,-1.0,59,8
483,train,This house believes that it is sometimes right for the government to restrict freedom of speech,freedom of speech,-1,171255,CON,Freedom of speech and of the press lay at the foundation of all democratic organisations,Freedom of speech and of the press lay at the foundation of all democratic organisations,yes,Freedom of speech and of the press,0.0,34.0,1.0,1.0,88,15
483,train,This house believes that it is sometimes right for the government to restrict freedom of speech,freedom of speech,-1,171256,PRO,The freedom of speech and of the press does not confer an absolute right to express without any responsibility,The freedom of speech and of the press does not confer an absolute right to express without any responsibility,yes,The freedom of speech and of the press,0.0,38.0,-1.0,1.0,110,19
483,train,This house believes that it is sometimes right for the government to restrict freedom of speech,freedom of speech,-1,171257,PRO,"Reasonable restrictions can be imposed on the freedom of speech and expression, in the interest of the security of the State","Reasonable restrictions can be imposed on the freedom of speech and expression, in the interest of the security of the State",no,,,,,,124,21
483,train,This house believes that it is sometimes right for the government to restrict freedom of speech,freedom of speech,-1,171258,PRO,All the utterances intended to endanger the security of the State may be restrained in the interest of the security of the State,may be restrained in the interest of the security of the State,yes,All the utterances intended to endanger the security of the State,0.0,65.0,-1.0,1.0,128,23
483,train,This house believes that it is sometimes right for the government to restrict freedom of speech,freedom of speech,-1,171259,PRO,Freedom of speech does not allow a person to contempt the courts,freedom of speech would not allow a person to contempt the courts,no,,,,,,64,12
483,train,This house believes that it is sometimes right for the government to restrict freedom of speech,freedom of speech,-1,171260,PRO,Freedom of speech and expression can not be an excuse for distribution of indecent and immoral content,Freedom of speech and expression can not be an excuse for distribution of indecent and immoral content,yes,Freedom of speech and expression,0.0,32.0,-1.0,1.0,102,17
483,train,This house believes that it is sometimes right for the government to restrict freedom of speech,freedom of speech,-1,171261,PRO,Reasonable restrictions on freedom of expression can be imposed in the interest of public order,Reasonable restrictions can be imposed in the interest of public order,yes,Reasonable restrictions on freedom of expression,0.0,48.0,1.0,-1.0,95,15
483,train,This house believes that it is sometimes right for the government to restrict freedom of speech,freedom of speech,-1,222173,CON,censorship violates multiple Basic Human Rights,censorship violates multiple Basic Human Rights,yes,censorship,0.0,10.0,-1.0,-1.0,47,6
483,train,This house believes that it is sometimes right for the government to restrict freedom of speech,freedom of speech,-1,222188,PRO,one can not tolerate free speech concerning drugs,one can not tolerate free speech concerning drugs,yes,free speech concerning drugs,21.0,49.0,-1.0,1.0,49,8
483,train,This house believes that it is sometimes right for the government to restrict freedom of speech,freedom of speech,-1,299393,CON,Freedom of speech is the heart of democracy,Freedom of speech is the heart of democracy,yes,Freedom of speech,0.0,17.0,1.0,1.0,43,8
483,train,This house believes that it is sometimes right for the government to restrict freedom of speech,freedom of speech,-1,299394,PRO,the right to freedom of speech can be subjected to limitations such as hate speech,the right to freedom of speech can be subjected to limitations such as hate speech,yes,the right to freedom of speech,0.0,30.0,-1.0,1.0,82,15
483,train,This house believes that it is sometimes right for the government to restrict freedom of speech,freedom of speech,-1,299395,PRO,"Without restrictions, total freedom of speech would allow freedom to slander","Without restrictions, total freedom of speech would allow freedom to slander",yes,total freedom of speech,22.0,45.0,-1.0,1.0,76,11
483,train,This house believes that it is sometimes right for the government to restrict freedom of speech,freedom of speech,-1,299396,CON,Press freedom is the right of the people,Press freedom is the right of the people,yes,Press freedom,0.0,13.0,1.0,1.0,40,8
601,train,This house would pass the American Jobs Act,American Jobs Act,1,232698,CON,unemployment increases the more the government intervenes into the economy to try to improve the conditions of those without jobs,unemployment increases the more the government intervenes into the economy to try to improve the conditions of those without jobs,no,,,,,,129,20
601,train,This house would pass the American Jobs Act,American Jobs Act,1,304751,PRO,"The American Jobs Act, would give businesses incentives to hire unemployed and disabled veterans","the American Jobs Act, which would give businesses incentives to hire unemployed and disabled veterans",yes,The American Jobs Act,0.0,21.0,1.0,1.0,96,14
601,train,This house would pass the American Jobs Act,American Jobs Act,1,304752,CON,"The American Jobs Act gives more tax breaks, thus contributing more to the federal deficit","it gives more tax breaks, thus contributing more to the federal deficit",yes,The American Jobs Act,0.0,21.0,-1.0,1.0,90,15
601,train,This house would pass the American Jobs Act,American Jobs Act,1,310163,PRO,"to improve the economy, policymakers should focus on reforms that remove impediments to work","to improve the economy, policymakers should focus on reforms that remove impediments to work",yes,reforms that remove impediments to work,53.0,92.0,1.0,1.0,92,14
602,train,This house would fund education using a voucher scheme,fund education using a voucher scheme,1,232715,PRO,vouchers and other forms of publicly funded private school choice are necessary to give families an opportunity to enroll their children in more effective private schools,vouchers and other forms of publicly funded private school choice are necessary to give families an opportunity to enroll their children in more effective private schools,yes,vouchers and other forms of publicly funded private school choice,0.0,65.0,1.0,1.0,170,26
602,train,This house would fund education using a voucher scheme,fund education using a voucher scheme,1,235335,PRO,a voucher system for public education would make public schools compete with one another thus making them more accountable and efficient,a voucher system for public education would make public schools compete with one another thus making them more accountable and efficient,yes,a voucher system for public education,0.0,37.0,1.0,1.0,136,21
602,train,This house would fund education using a voucher scheme,fund education using a voucher scheme,1,235474,PRO,"by distributing vouchers to the families of students equal to the tuition that he/she would receive at his/her local public school, a student’s family could then choose from options where best to send their child","by distributing vouchers to the families of students equal to the tuition that he/she would receive at his/her local public school, a student’s family could then choose from options where best to send their child",yes,distributing vouchers to the families of students equal to the tuition that he/she would receive at his/her local public school,3.0,130.0,1.0,1.0,212,35
602,train,This house would fund education using a voucher scheme,fund education using a voucher scheme,1,236653,CON,public education would be destroyed by tuition vouchers,public education would be destroyed by tuition vouchers,yes,tuition vouchers,39.0,55.0,-1.0,1.0,55,8
602,train,This house would fund education using a voucher scheme,fund education using a voucher scheme,1,236654,CON,the tuition voucher proposal would undermine public education,the tuition voucher proposal would undermine public education,yes,the tuition voucher proposal,0.0,28.0,-1.0,1.0,61,8
602,train,This house would fund education using a voucher scheme,fund education using a voucher scheme,1,236674,PRO,competition among schools will increase both the quality and the economic efficiency of public education,competition among schools will increase both the quality and the economic efficiency of public education,yes,competition among schools,0.0,25.0,1.0,1.0,104,15
602,train,This house would fund education using a voucher scheme,fund education using a voucher scheme,1,236675,CON,Vouchers function to increase racial and economic discrimination in schools,vouchers have functioned to increase racial and economic discrimination in schools,yes,Vouchers,0.0,8.0,-1.0,1.0,75,10
602,train,This house would fund education using a voucher scheme,fund education using a voucher scheme,1,236676,CON,"since approximately four out of five US private schools are religious, voucher and charter systems violate the Constitution","since approximately four out of five US private schools are religious, voucher and charter systems violate the Constitution",yes,voucher and charter systems,71.0,98.0,-1.0,1.0,123,18
602,train,This house would fund education using a voucher scheme,fund education using a voucher scheme,1,236678,PRO,"a ""competitive education market"" would lead to ""innovation and improvement","a ""competitive education market"" would lead to ""innovation and improvement",yes,"a ""competitive education market",0.0,31.0,1.0,1.0,74,10
602,train,This house would fund education using a voucher scheme,fund education using a voucher scheme,1,236864,CON,allowing families the option of both public and private schools undermines the public education system,allowing families the option of both public and private schools undermines the public education system,yes,allowing families the option of both public and private schools,0.0,63.0,-1.0,1.0,102,15
602,train,This house would fund education using a voucher scheme,fund education using a voucher scheme,1,236866,PRO,competition would improve schools and cost efficiency,competition would improve schools and cost efficiency,yes,competition,0.0,11.0,1.0,1.0,53,7
602,train,This house would fund education using a voucher scheme,fund education using a voucher scheme,1,236867,PRO,School voucher and education tax credit systems incentivize schools to increase accountability and school performance,they incentivize schools to increase accountability and school performance,yes,School voucher and education tax credit systems,0.0,47.0,1.0,1.0,117,15
602,train,This house would fund education using a voucher scheme,fund education using a voucher scheme,1,236868,PRO,the competition spurred by vouchers and education tax credits increases the quality of both eligible private schools and local public schools,the competition spurred by vouchers and education tax credits increases the quality of both eligible private schools and local public schools,yes,the competition spurred by vouchers and education tax credits,0.0,61.0,1.0,1.0,141,21
602,train,This house would fund education using a voucher scheme,fund education using a voucher scheme,1,236869,PRO,Both private and public schools are improving through the use of vouchers,both private and public schools improved through the use of vouchers,yes,the use of vouchers,54.0,73.0,1.0,1.0,73,12
602,train,This house would fund education using a voucher scheme,fund education using a voucher scheme,1,236871,PRO,vouchers improve academic outcomes at public schools,vouchers improve academic outcomes at public schools,yes,vouchers,0.0,8.0,1.0,1.0,52,7
602,train,This house would fund education using a voucher scheme,fund education using a voucher scheme,1,236872,PRO,Vouchers reduce racial segregation,reduce racial segregation,yes,Vouchers,0.0,8.0,1.0,1.0,34,4
602,train,This house would fund education using a voucher scheme,fund education using a voucher scheme,1,236873,PRO,Vouchers deliver better services to special education students,deliver better services to special education students,yes,Vouchers,0.0,8.0,1.0,1.0,62,8
602,train,This house would fund education using a voucher scheme,fund education using a voucher scheme,1,236875,CON,School vouchers would erode educational standards and reduce funding,it would erode educational standards and reduce funding,yes,School vouchers,0.0,15.0,-1.0,1.0,68,9
602,train,This house would fund education using a voucher scheme,fund education using a voucher scheme,1,236876,CON,a voucher system would weaken public schools,a voucher system would weaken public schools,yes,a voucher system,0.0,16.0,-1.0,1.0,44,7
602,train,This house would fund education using a voucher scheme,fund education using a voucher scheme,1,236878,CON,"granting government money, even indirectly, to private and religious schools will inevitably lead to increased governmental control over non-government education","granting government money, even indirectly, to private and religious schools will inevitably lead to increased governmental control over non-government education",yes,"granting government money, even indirectly, to private and religious schools",0.0,76.0,-1.0,1.0,161,20
602,train,This house would fund education using a voucher scheme,fund education using a voucher scheme,1,236901,PRO,Competition for students (and the education dollars that come with them) creates a catalyst for schools to create innovative programs,competition for students (and the education dollars that come with them) create a catalyst for schools to create innovative programs,yes,Competition for students (and the education dollars that come with them),0.0,72.0,1.0,1.0,133,20
602,train,This house would fund education using a voucher scheme,fund education using a voucher scheme,1,236902,PRO,School choice programs would allow poor students to opt out of bad schools and acquire a better education,school choice programs would allow these students to opt out of bad schools and acquire a better education,yes,School choice programs,0.0,22.0,1.0,1.0,105,18
602,train,This house would fund education using a voucher scheme,fund education using a voucher scheme,1,236903,PRO,freedom of education notably implies the freedom for parents to choose a school for their children without discrimination on the basis of finances,freedom of education notably implies the freedom for parents to choose a school for their children without discrimination on the basis of finances,no,,,,,,146,23
602,train,This house would fund education using a voucher scheme,fund education using a voucher scheme,1,236904,CON,vouchers could result in nothing more than a cash-handout for many middle-class and wealthy families already sending their kids to private schools,vouchers could result in nothing more than a cash-handout for many middle-class and wealthy families already sending their kids to private schools,yes,vouchers,0.0,8.0,-1.0,1.0,146,22
602,train,This house would fund education using a voucher scheme,fund education using a voucher scheme,1,237314,PRO,"Through free competition between vendors for the provision of products and services, prices tend to decrease, and quality tends to increase","Through free competition between vendors for the provision of products and services, prices tend to decrease, and quality tends to increase",yes,free competition between vendors for the provision of products and services,8.0,83.0,1.0,1.0,139,21
602,train,This house would fund education using a voucher scheme,fund education using a voucher scheme,1,296402,PRO,no family should be forced to send kids to a school they know is failing,no family should be forced to send kids to a school they know is failing,no,,,,,,72,15
602,train,This house would fund education using a voucher scheme,fund education using a voucher scheme,1,302468,CON,with federal school vouchers inevitably come further central government regulation and loss of local control over education,with federal school vouchers inevitably come further central government regulation and loss of local control over education,yes,federal school vouchers,5.0,28.0,-1.0,1.0,123,17
602,train,This house would fund education using a voucher scheme,fund education using a voucher scheme,1,303070,CON,Education vouchers would undermine public schools,they would undermine public schools,yes,Education vouchers,0.0,18.0,-1.0,1.0,49,6
602,train,This house would fund education using a voucher scheme,fund education using a voucher scheme,1,309631,PRO,access to resources play a hugely important role in educational inequality,access to resources play a hugely important role in educational inequality,no,,,,,,74,11
602,train,This house would fund education using a voucher scheme,fund education using a voucher scheme,1,309632,PRO,the educational system forces low-income families to place their children into less-than-ideal school systems,the educational system forces low-income families to place their children into less-than-ideal school systems,no,,,,,,109,14
603,train,This house would abolish congressional earmarks,congressional earmarks,-1,239897,PRO,Politicians are often accused of misusing their allocations for selfish purposes,Politicians are often accused of misusing their allocations for selfish purposes,no,,,,,,80,11
603,train,This house would abolish congressional earmarks,congressional earmarks,-1,240673,CON,Earmarks are Good for American Democracy,Earmarks are Good for American Democracy,yes,Earmarks,0.0,8.0,1.0,1.0,40,6
603,train,This house would abolish congressional earmarks,congressional earmarks,-1,277014,CON,Reducing earmarks does not reduce government spending,Reducing earmarks does not reduce government spending,yes,Reducing earmarks,0.0,17.0,-1.0,-1.0,53,7
603,train,This house would abolish congressional earmarks,congressional earmarks,-1,277015,CON,"In an already flawed system, earmarks can at least allow residents of Congressional districts to have a greater role in allocating federal funds","In an already flawed system, earmarks can at least allow residents of Congressional districts to have a greater role in allocating federal funds",yes,earmarks,29.0,37.0,1.0,1.0,144,23
603,train,This house would abolish congressional earmarks,congressional earmarks,-1,305328,CON,directing money to particular purposes is a core constitutional function of Congress,directing money to particular purposes is a core constitutional function of Congress,yes,directing money to particular purposes,0.0,38.0,1.0,1.0,84,12
603,train,This house would abolish congressional earmarks,congressional earmarks,-1,313041,PRO,Congressmen tend to distribute specialized benefits at a great cost and ignore the particular costs the legislation bears upon the taxpayers,Congressmen tend to distribute specialized benefits at a great cost and ignore the particular costs the legislation bears upon the taxpayers,yes,specialized benefits,31.0,51.0,-1.0,1.0,140,21
603,train,This house would abolish congressional earmarks,congressional earmarks,-1,313042,PRO,"benefits of a vote only reach a particular portion of the population, while the tax costs that pay for the vote are spread throughout the entire populace","benefits of a vote only reach a particular portion of the population, while the tax costs that pay for the vote are spread throughout the entire populace",no,,,,,,153,27
603,train,This house would abolish congressional earmarks,congressional earmarks,-1,313043,PRO,Committee members can exploit pork barrel projects for electoral purposes,Committee members can thus exploit pork barrel projects for electoral purposes,yes,pork barrel projects,30.0,50.0,-1.0,1.0,73,10
603,train,This house would abolish congressional earmarks,congressional earmarks,-1,337145,CON,power of the purse is one of Congress's primary checks on the executive branch,power of the purse is one of Congress's primary checks on the executive branch,yes,power of the purse,0.0,18.0,1.0,1.0,78,14
621,train,This house believes all nations have a right to nuclear weapons,all nations have a right to nuclear weapons,1,182743,PRO,"the deployment, and implicit menace of use, of strong weapons is essential to threaten the enemy in order to prevent the use by said-enemy of the same weapons","the deployment, and implicit menace of use, of strong weapons is essential to threaten the enemy in order to prevent the use by said-enemy of the same weapons",yes,"the deployment, and implicit menace of use, of strong weapons",0.0,61.0,1.0,1.0,158,28
621,train,This house believes all nations have a right to nuclear weapons,all nations have a right to nuclear weapons,1,182744,CON,a nuclear nation might be hijacked by a despot or other person or persons who might use nuclear weapons without sane regard for the consequences,a nuclear nation might be hijacked by a despot or other person or persons who might use nuclear weapons without sane regard for the consequences,yes,a nuclear nation,0.0,16.0,-1.0,1.0,144,25
621,train,This house believes all nations have a right to nuclear weapons,all nations have a right to nuclear weapons,1,182953,CON,Having more nuclear nuclear-weapon states will reduce security for all,Having more nuclear nuclear-weapon states would reduce security for all,yes,Having more nuclear nuclear-weapon states,0.0,41.0,-1.0,1.0,70,10
621,train,This house believes all nations have a right to nuclear weapons,all nations have a right to nuclear weapons,1,182954,PRO,nuclear forces continue to play an essential role in war prevention,nuclear forces continue to play an essential role in war prevention,yes,nuclear forces,0.0,14.0,1.0,1.0,67,11
621,train,This house believes all nations have a right to nuclear weapons,all nations have a right to nuclear weapons,1,184443,CON,reliance on nuclear weapons for deterrence is becoming increasingly hazardous and decreasingly effective,reliance on nuclear weapons for deterrence is becoming increasingly hazardous and decreasingly effective,yes,reliance on nuclear weapons for deterrence,0.0,42.0,-1.0,1.0,104,13
621,train,This house believes all nations have a right to nuclear weapons,all nations have a right to nuclear weapons,1,184444,CON,"The world is now in a new and dangerous nuclear era, and the likelihood that non-state terrorists will get their hands on nuclear weaponry is increasing","The world is now in a new and dangerous nuclear era, and the likelihood that non-state terrorists will get their hands on nuclear weaponry is increasing",no,,,,,,152,26
621,train,This house believes all nations have a right to nuclear weapons,all nations have a right to nuclear weapons,1,185085,CON,nuclear weapon technology would soon reach the point where it could end human life on Earth,nuclear weapon technology would soon reach the point where it could end human life on Earth,yes,nuclear weapon technology,0.0,25.0,-1.0,1.0,91,16
621,train,This house believes all nations have a right to nuclear weapons,all nations have a right to nuclear weapons,1,185096,CON,nuclear holocaust could result in an end to human life,nuclear holocaust could result in an end to human life,no,,,,,,54,10
621,train,This house believes all nations have a right to nuclear weapons,all nations have a right to nuclear weapons,1,185162,CON,nuclear weapons had become a source of extreme risk,nuclear weapons had become a source of extreme risk,yes,nuclear weapons,0.0,15.0,-1.0,1.0,51,9
621,train,This house believes all nations have a right to nuclear weapons,all nations have a right to nuclear weapons,1,186808,PRO,nuclear weapons can induce stability,nuclear weapons can induce stability,yes,nuclear weapons,0.0,15.0,1.0,1.0,36,5
621,train,This house believes all nations have a right to nuclear weapons,all nations have a right to nuclear weapons,1,186809,PRO,Nuclear weapons decrease the chances of crisis escalation,decrease the chances of crisis escalation,yes,Nuclear weapons,0.0,15.0,1.0,1.0,57,8
621,train,This house believes all nations have a right to nuclear weapons,all nations have a right to nuclear weapons,1,186810,PRO,controlled nuclear proliferation may be beneficial for inducing stability,controlled nuclear proliferation may be beneficial for inducing stability,yes,controlled nuclear proliferation,0.0,32.0,1.0,1.0,73,9
621,train,This house believes all nations have a right to nuclear weapons,all nations have a right to nuclear weapons,1,186811,CON,Nuclear proliferation increases the chance of inter-state nuclear conflict,increases the chance of inter-state nuclear conflict,yes,Nuclear proliferation,0.0,21.0,-1.0,1.0,74,9
621,train,This house believes all nations have a right to nuclear weapons,all nations have a right to nuclear weapons,1,186812,CON,Nuclear proliferation increases the chances of nuclear material falling into the hands of non-state groups,increases the chances of nuclear material falling into the hands of non-state groups,yes,Nuclear proliferation,0.0,21.0,-1.0,1.0,106,15
621,train,This house believes all nations have a right to nuclear weapons,all nations have a right to nuclear weapons,1,186813,PRO,new nuclear states will use their acquired nuclear capabilities to deter threats and preserve peace,new nuclear states will use their acquired nuclear capabilities to deter threats and preserve peace,yes,new nuclear states,0.0,18.0,1.0,1.0,99,15
621,train,This house believes all nations have a right to nuclear weapons,all nations have a right to nuclear weapons,1,186814,CON,new nuclear states often lack adequate organizational controls over their new weapons,new nuclear states often lack adequate organizational controls over their new weapons,yes,new nuclear states,0.0,18.0,-1.0,1.0,85,12
621,train,This house believes all nations have a right to nuclear weapons,all nations have a right to nuclear weapons,1,186816,PRO,"Nuclear weapons may lessen a state's reliance on allies for security, thus preventing allies from dragging each other into wars","Nuclear weapons may also lessen a state's reliance on allies for security, thus preventing allies from dragging each other into wars",yes,Nuclear weapons,0.0,15.0,1.0,1.0,127,20
621,train,This house believes all nations have a right to nuclear weapons,all nations have a right to nuclear weapons,1,186817,PRO,nuclear weapons induce stability in all regimes,nuclear weapons induce stability in all regimes,yes,nuclear weapons,0.0,15.0,1.0,1.0,47,7
621,train,This house believes all nations have a right to nuclear weapons,all nations have a right to nuclear weapons,1,186818,PRO,nuclear weapons contribute to stability at a strategic level,nuclear weapons contribute to stability at a strategic level,yes,nuclear weapons,0.0,15.0,1.0,1.0,60,9
621,train,This house believes all nations have a right to nuclear weapons,all nations have a right to nuclear weapons,1,187059,CON,public opinion is overwhelmingly opposed to nuclearization,public opinion is overwhelmingly opposed to nuclearization,yes,nuclearization,44.0,58.0,-1.0,1.0,58,7
621,train,This house believes all nations have a right to nuclear weapons,all nations have a right to nuclear weapons,1,187072,PRO,states must act in a way that ensures their security above all,states must act in a way that ensures their security above all,no,,,,,,62,12
621,train,This house believes all nations have a right to nuclear weapons,all nations have a right to nuclear weapons,1,187073,PRO,"States cannot count on the good will of others to help them, so they must always be ready to fend for themselves","they cannot count on the good will of others to help them, so they must always be ready to fend for themselves",no,,,,,,112,22
