essay_id,topic,component_id,component_type,text
essay21,Advertisements affects on consumer goods,T11,Claim,advertisements have undeniable affects on the society about the product being advertised
essay21,Advertisements affects on consumer goods,T12,Premise,They make the product preferable
essay21,Advertisements affects on consumer goods,T13,Premise,"the more an advertisement of a product takes place in mass media, the more popular the product becomes"
essay21,Advertisements affects on consumer goods,T14,Premise,Advertisement is the most effective way to create a well-known product
essay21,Advertisements affects on consumer goods,T15,Premise,Consumers tend to purchase the most known product when it comes to picking one out of two different brands of the same product
essay21,Advertisements affects on consumer goods,T16,Premise,"When a product is commonly used, it becomes trustworthy for the society, no matter what quality it is"
essay21,Advertisements affects on consumer goods,T17,Premise,it also has to be affordable for the consumer
essay21,Advertisements affects on consumer goods,T18,Claim,high sales are obviously a reflection of the powerful advertisements
essay22,Young people should go to university or not,T1,Claim,"it is a loss of national productivity that young people spend much time on searching for high salary jobs, even can be a sheer time-consuming"
essay22,Young people should go to university or not,T2,Premise,"there are numerous job opportunities for those who do not have the certification of university graduation, such as mechanics, sales persons, or engineers"
essay22,Young people should go to university or not,T3,Premise,labors for graduates are in short supply
essay22,Young people should go to university or not,T4,Premise,the labor market for highly educated students is now too competitive to get a job after finishing their studying
essay22,Young people should go to university or not,T5,Claim,"universities provide not only skills for careers, but also academic knowledge for the human race, such as bio science, politics, and medicine"
essay22,Young people should go to university or not,T6,Claim,These academic values are necessary to the progress of the world
essay22,Young people should go to university or not,T7,Premise,many researches in the ivory-tower have created ingenious discoveries and achievements for the development of modern society
essay22,Young people should go to university or not,T8,Claim,diverse experiences in the campus life can make the young generation more competently
essay22,Young people should go to university or not,T9,Premise,"there are a number of chances through internships, deeper discussion, independent life, and exchange scholarships"
essay22,Young people should go to university or not,T10,MajorClaim,I agree with the latter view
essay22,Young people should go to university or not,T11,Premise,higher education does not guarantee young students' success
essay22,Young people should go to university or not,T12,Premise,the benefits of learning in universities are the vital factor in creating more possibilities for the development of society through advancing academic fulfillment and the young generation who have experiences and challenges
essay23,Effects of mobile phones,T1,MajorClaim,I do not think these disadvantages will outweigh the advantages brought by cell phones
essay23,Effects of mobile phones,T2,Claim,almost everything that changed our lifestyle a lot will also cause some social problems
essay23,Effects of mobile phones,T3,Claim,Mobile phones are not out of expectation
essay23,Effects of mobile phones,T4,Premise,"Speaking loudly on the phone in public areas, such as schools, libraries and hospitals appears to be very impolite and offensive"
essay23,Effects of mobile phones,T5,Premise,some students utilize their cell phones as an effective cheating tools in examinations in which they can send and receive answers by texting each other
essay23,Effects of mobile phones,T6,Premise,"it is not impossible to solve these problems, as long as some regulations and rules can be effectively implemented"
essay23,Effects of mobile phones,T7,Claim,some harmful effects on our health are lethal
essay23,Effects of mobile phones,T8,Premise,overusing of the electronic devices including mobile phones could lead to higher possibility of suffering hearing loss and even cancers
essay23,Effects of mobile phones,T9,Premise,further investigation are needed
essay23,Effects of mobile phones,T10,Claim,There is panic among people that their conversation can be intercepted by the third party
essay23,Effects of mobile phones,T11,Premise,a more efficient and reliable system can also be invented to guarantee the private information of users
essay23,Effects of mobile phones,T12,Claim,the mobile phone has become a dispensable multifunctional tools in people's daily life
essay23,Effects of mobile phones,T13,Premise,"Not only used for communication, but it also functions as an Internet browser, a music player , a personal organiser and so forth"
essay23,Effects of mobile phones,T14,Premise,nothing can be overused without side effects
essay23,Effects of mobile phones,T15,Claim,The contribution of the mobile phone to our modern society is prominent
essay23,Effects of mobile phones,T16,Claim,people's dependence on it is irreversible
essay23,Effects of mobile phones,T17,Premise,it has a number of problems that should be well handled
essay24,computer has negative effects to children,T1,Claim,using computer constantly has bad influence on children's eyes
essay24,computer has negative effects to children,T2,Premise,"When they concentrate on computer for too long, their eyes will get tired, which is the main reason for some eyes problems, typically shortsighted"
essay24,computer has negative effects to children,T3,Claim,children who play games too much on computer can seriously lack communicating skills
essay24,computer has negative effects to children,T4,Premise,they will know little about the outside life
essay24,computer has negative effects to children,T5,Claim,"people who are addicted to games, especially online games, can eventually bear dangerous consequences"
essay24,computer has negative effects to children,T6,Premise,"several teenagers play games without rest, which leads to health depression"
essay24,computer has negative effects to children,T7,Premise,"a typical example is the death of Korean gamer, who had a non-stop playing for 3 days"
essay24,computer has negative effects to children,T8,Claim,even people who are not interested in online game can still be negatively affected by using computer too much
essay24,computer has negative effects to children,T9,Premise,a few children use computer for studying purpose
essay24,computer has negative effects to children,T10,Premise,"most of them are attracted by facebook, blog, etc. instead"
essay24,computer has negative effects to children,T11,Premise,they will have a bad result in school
essay24,computer has negative effects to children,T12,Premise,"when they can not live without internet, they will have no time for their studying"
essay24,computer has negative effects to children,T13,Premise,it is undeniable that computer is a crucial part of human life
essay24,computer has negative effects to children,T14,MajorClaim,"it still has its bad side, especially for children"
essay24,computer has negative effects to children,T15,Claim,People should learn how to use it properly to make it an effective tool
essay24,computer has negative effects to children,T16,Premise,computer should be used not only for entertaining but also for working and studying purpose
essay25,INFLUENCE OF LARGE FACTORY,T1,MajorClaim,the advantages of building a factory will outweigh its disadvantages
essay25,INFLUENCE OF LARGE FACTORY,T2,Claim,a large factory can stimulate local economic growth and reduce the unemployment rate
essay25,INFLUENCE OF LARGE FACTORY,T3,Premise,"To manufacture goods, there must be the demand of laborers, from which the local residents can benefit"
essay25,INFLUENCE OF LARGE FACTORY,T4,Premise,"the factory is not isolated, other industries and business will be quickly established, resulting in economic growth of local area"
essay25,INFLUENCE OF LARGE FACTORY,T5,Premise,the estate industry will be boosted in order to satisfy the workers' accommodation need
essay25,INFLUENCE OF LARGE FACTORY,T6,Claim,The main disadvantage is contamination
essay25,INFLUENCE OF LARGE FACTORY,T7,Premise,"some area are suffering the dire consequences caused by overdeveloping the industry, such as water pollution, overcrowded traffic and medical problems"
essay25,INFLUENCE OF LARGE FACTORY,T8,Premise,"in some industrial cities , a large proportion of the workers are suffering various breathing problems, such as asthma which can be caused by waste ashes and certain chemical substances"
essay25,INFLUENCE OF LARGE FACTORY,T9,Claim,how to improve the disadvantages of building a factory would be more important than whether to build it
essay25,INFLUENCE OF LARGE FACTORY,T10,Premise,it is inevitable that there will be more factories built with the development of our society
essay25,INFLUENCE OF LARGE FACTORY,T11,Premise,most problems can be avoidable if the factories put in real and great effort to manage their waste well
essay25,INFLUENCE OF LARGE FACTORY,T12,Claim,Its advantages will outweigh disadvantages as long as the factories dispose their waste and pollution in the correct way
essay26,PREPARED FOOD,T1,Claim,more and more people begin to select prepared food as their daily meals
essay26,PREPARED FOOD,T2,Premise,it can effectively save time which is considered as money in our modern society
essay26,PREPARED FOOD,T3,Premise,"cooked food can bring about some negative influence result from utilizing the artificial ingredients, ignoring the nutrition of food and modifying people's eating habits"
essay26,PREPARED FOOD,T4,Claim,this is not a good thing
essay26,PREPARED FOOD,T5,Premise,"to make their food easier to prepare and taste delicious, almost every producer adds a wide range of artificial ingredients in to the food that is now purchased by most people"
essay26,PREPARED FOOD,T6,Premise,Some ingredients being added have caused dire consequences
essay26,PREPARED FOOD,T7,Premise,there are usually some articles in newspapers and magazines which report the relationship between certain chemical components in some food and diseases
essay26,PREPARED FOOD,T8,Claim,easy-to-cook foods sometimes could be dangerous for human's health
essay26,PREPARED FOOD,T9,Claim,Not cooking fresh food will also lead to the lack of nutrition
essay26,PREPARED FOOD,T10,Premise,"some research has apparently demonstrated that prepared foods are unable to support enough nutrients we need, especially for children who are growing up"
essay26,PREPARED FOOD,T11,Claim,"The more cooked food we chosen, the more cooking skills we lose"
essay26,PREPARED FOOD,T12,Premise,"this has contributed to a modification of cooking habits, which may cause the loss of our custom and culture about cooking"
essay26,PREPARED FOOD,T13,Premise,"At the increasing living pace, the majority of people tend to choose microwave as their unique cooker that help them prepare a dish in five minutes"
essay26,PREPARED FOOD,T14,MajorClaim,"although the invention of prepared foods definitely satisfies the demand of some people who are busy in their work, it is not a good thing"
essay26,PREPARED FOOD,T15,Premise,Cooking is not a waste of time
essay26,PREPARED FOOD,T16,Premise,it is crucial for our health and culture
essay27,FINANCIAL AID TO DEVELOPING COUNTRIES,T1,MajorClaim,financial aid is not the only way to assist poor countries
essay27,FINANCIAL AID TO DEVELOPING COUNTRIES,T2,Claim,the critical method to improve the condition of poor countries is to help them build up a complete educational system instead of financial aid
essay27,FINANCIAL AID TO DEVELOPING COUNTRIES,T3,Premise,education is an essential part in development
essay27,FINANCIAL AID TO DEVELOPING COUNTRIES,T4,Premise,"most developing countries are lack of educational resources, such as experienced teachers, evaluation systems and teaching facilities, which is usually neglected by local authorities"
essay27,FINANCIAL AID TO DEVELOPING COUNTRIES,T5,Premise,"if the developed countries are unwilling to share their successful experience in education, the developing countries will remain undeveloped, even though they gain a great deal of economic support"
essay27,FINANCIAL AID TO DEVELOPING COUNTRIES,T6,Premise,some powerful countries provide financial support in order to acquire the right to exploit the local resources and target the local labour market
essay27,FINANCIAL AID TO DEVELOPING COUNTRIES,T7,Premise,they rarely provide local residents with any technological aid and even cause contamination in some areas
essay27,FINANCIAL AID TO DEVELOPING COUNTRIES,T8,Claim,developing countries should not totally depend on the financial support from powerful countries
essay27,FINANCIAL AID TO DEVELOPING COUNTRIES,T9,Premise,developing education and improving national technology and science level are the path they have to undergo if they really want to alter current situation
essay28,Society should ban all forms of the advertising,T1,Claim,Society does need an advertising
essay28,Society should ban all forms of the advertising,T2,Claim,it is our responsibility to control the content and what kind of goods and services we would like to offer to our customers
essay28,Society should ban all forms of the advertising,T3,Claim,"advertising alcohol, cigarettes, goods and services with adult content should be prohibited"
essay28,Society should ban all forms of the advertising,T4,Premise,these kind of ads will have negative effect to our children
essay28,Society should ban all forms of the advertising,T5,Premise,Youngsters might be tempted to buy cigarettes or alcohol and later to start consume it on a daily basis
essay28,Society should ban all forms of the advertising,T6,Premise,"some countries take this issue seriously and advertising alcohol, cigarettes and materials with adult content is banned on those countries"
essay28,Society should ban all forms of the advertising,T7,Premise,"by advertising companies, businesses, firms and individuals promote their goods and services"
essay28,Society should ban all forms of the advertising,T8,Claim,"we learn about new products, we can compare them and choose whats it the best for us"
essay28,Society should ban all forms of the advertising,T9,Claim,"not only many businesses, but also governments have to rely on advertising"
essay28,Society should ban all forms of the advertising,T10,Premise,tourism makes up one-third of the Czech Republic's economy
essay28,Society should ban all forms of the advertising,T11,Premise,"In order to promote the country's attractions, the Czech government has to advertise and sell its services to foreign consumers"
essay28,Society should ban all forms of the advertising,T12,Premise,Only well planned and well targeted advertising will bring more foreign tourists to the country
essay28,Society should ban all forms of the advertising,T13,MajorClaim,modern society needs advertising
essay28,Society should ban all forms of the advertising,T14,Premise,Ads will keep as well informed about new products and services
essay28,Society should ban all forms of the advertising,T15,Premise,advertising cigarettes and alcohol will definitely affect our children in negative way
essay29,Do married women usually work? Why and why not?,T1,MajorClaim,married women nowadays have right to take up jobs like men
essay29,Do married women usually work? Why and why not?,T2,Premise,employment discrimination based on gender have been erased significantly
essay29,Do married women usually work? Why and why not?,T3,Premise,Working outside home will bring a lot of benefits to both married woman and their household
essay29,Do married women usually work? Why and why not?,T4,Claim,it is a normal practice for women to be helpmates in earning money
essay29,Do married women usually work? Why and why not?,T5,Premise,extra income that women earn will contribute to their family's expenses
essay29,Do married women usually work? Why and why not?,T6,Premise,"By taking up a job, a wife can earn more money to support her family life"
essay29,Do married women usually work? Why and why not?,T7,Premise,This is really necessary in cases of her husband's low salary and the difficulty of getting a good job at the present
essay29,Do married women usually work? Why and why not?,T8,Claim,it is no doubt that they play roles as a mother and as a wife better
essay29,Do married women usually work? Why and why not?,T9,Premise,"working outside the house creates opportunities for married women to contact with the outer world, strengthen their character and show their capacity"
essay29,Do married women usually work? Why and why not?,T10,Premise,"These things in turn will make them more confident, independent"
essay29,Do married women usually work? Why and why not?,T11,Premise,These women will set a good example for their children
essay29,Do married women usually work? Why and why not?,T12,Claim,there are many supporting conditions that help women balance housework and work
essay29,Do married women usually work? Why and why not?,T13,Premise,"Besides the gorvernment's policies on limited families and their husbands' sharing in the housework, many employers are willing to offer part-time jobs for women"
essay29,Do married women usually work? Why and why not?,T14,Claim,married women could go to work in order to enjoy the working life outside the home
essay29,Do married women usually work? Why and why not?,T15,Premise,a well-organized home does not need the housewife's presence the whole day long
essay30,GOVERNMENT AND EDUCATION,T1,Claim,"for the more higher education like university, the students or their parents should pay for the fees"
essay30,GOVERNMENT AND EDUCATION,T2,Premise,Some parents might not have enough money to pay for their children university fees
essay30,GOVERNMENT AND EDUCATION,T3,Premise,I don't think it is also fair for the government
essay30,GOVERNMENT AND EDUCATION,T4,Premise,the government has been paying a lot of money for their students' primary and secondary education
essay30,GOVERNMENT AND EDUCATION,T5,Claim,It is better for them to use the money to pay for the other students' education
essay30,GOVERNMENT AND EDUCATION,T6,Premise,all people in their country could receive the same education
essay30,GOVERNMENT AND EDUCATION,T7,Premise,students that already have a basic knowledge and education can get a part-time job
essay30,GOVERNMENT AND EDUCATION,T8,Claim,they can pay for their own studies when their parent could not afford to pay it
essay30,GOVERNMENT AND EDUCATION,T9,Premise,They will be more responsible with their studies when they pay the fees themselves
essay30,GOVERNMENT AND EDUCATION,T10,Premise,the students will become more independent
essay30,GOVERNMENT AND EDUCATION,T11,Claim,it will build their characters in the marketplace as well
essay30,GOVERNMENT AND EDUCATION,T12,Claim,this will encourage all the parents to think of the way to help their children to achieve more in their lives
essay30,GOVERNMENT AND EDUCATION,T13,Premise,they need to make some contribution too for their children future
essay30,GOVERNMENT AND EDUCATION,T14,MajorClaim,government should not pay for the university fees
essay30,GOVERNMENT AND EDUCATION,T15,Premise,this will make both the parents and students in charge for their future themselves not just depend on the government to do all their responsibilities for them
essay31,Alternative forms of transport to alleviate traffic congestion,T1,MajorClaim,alternative means of transportation and international laws in controlling automobiles should be introduced
essay31,Alternative forms of transport to alleviate traffic congestion,T2,Premise,an increase in the number of automobiles brings about environmental pollution
essay31,Alternative forms of transport to alleviate traffic congestion,T3,Premise,automobile exhaust and carbon dioxides emission have bad impacts on the air
essay31,Alternative forms of transport to alleviate traffic congestion,T4,Premise,the air gets to be polluted
essay31,Alternative forms of transport to alleviate traffic congestion,T5,Premise,it causes respiratory disease of the local inhabitants
essay31,Alternative forms of transport to alleviate traffic congestion,T6,Claim,it is crucial to alter automobiles to the other means of transportation and to legislate to control automobiles
essay31,Alternative forms of transport to alleviate traffic congestion,T7,Premise,an increase in the number of automobiles causes terrible traffic congestion
essay31,Alternative forms of transport to alleviate traffic congestion,T8,Premise,"Once we get into the traffic jam, it forces us to waste our time for a while"
essay31,Alternative forms of transport to alleviate traffic congestion,T9,Premise,traffic congestion irritates drivers
essay31,Alternative forms of transport to alleviate traffic congestion,T10,Premise,it leads to an increase of traffic accidents
essay31,Alternative forms of transport to alleviate traffic congestion,T11,Claim,the methods to reduce the number of automobiles and to control car ownership and use should be immediately planned and implemented
essay31,Alternative forms of transport to alleviate traffic congestion,T12,Claim,alternative forms of transportation and international laws to control automobiles ownership and use can work effectively
essay31,Alternative forms of transport to alleviate traffic congestion,T13,Premise,alternative forms which emit less carbon dioxides and gasses than automobiles are ideal
essay31,Alternative forms of transport to alleviate traffic congestion,T14,Premise,rental bicycle system has been introduced in several European countries
essay31,Alternative forms of transport to alleviate traffic congestion,T15,Premise,"This system is that at the corner of each district, the rental bicycles are placed and the people can ride it to the other districts with a small fee"
essay31,Alternative forms of transport to alleviate traffic congestion,T16,Premise,bicycle expels neither carbon dioxides nor harmful gasses
essay31,Alternative forms of transport to alleviate traffic congestion,T17,Premise,it is a better form to protect environment than automobile
essay31,Alternative forms of transport to alleviate traffic congestion,T18,Claim,the introduction of international laws can be also effective
essay31,Alternative forms of transport to alleviate traffic congestion,T19,Premise,there are some regulations to limit the use of automobiles by time and to allow the people possess one car only
essay31,Alternative forms of transport to alleviate traffic congestion,T20,Claim,these attempts to reduce automobiles can ease traffic congestion and environmental pollution
essay31,Alternative forms of transport to alleviate traffic congestion,T21,Premise,some people claim the convenience of automobile
essay31,Alternative forms of transport to alleviate traffic congestion,T22,Claim,alternative forms of transport and international laws on controlling automobiles are necessary due to the environmental protection and the alleviation of traffic congestion
essay32,Giving aid to poorer countries has more negative effects than positive effect,T1,Premise,"the world are more closer, and every single countries affects each other more than before in many ways"
essay32,Giving aid to poorer countries has more negative effects than positive effect,T2,Claim,governmental and non-governmental organizations have been focus on being harmony and contribute to aid to poor countries
essay32,Giving aid to poorer countries has more negative effects than positive effect,T3,Premise,just giving aid to impoverished countries could be manipulated by big power countries
essay32,Giving aid to poorer countries has more negative effects than positive effect,T4,Premise,a great amount of materials and money have poor countries being corrupted and politically dependent on other countries
essay32,Giving aid to poorer countries has more negative effects than positive effect,T5,Claim,"aiding poor countries has positive effects, overweighing its side-effects"
essay32,Giving aid to poorer countries has more negative effects than positive effect,T6,Premise,poor counties suffer from shortage of basic materials and facilities to start businesses and make it richer
essay32,Giving aid to poorer countries has more negative effects than positive effect,T7,Premise,"it is fundamental to support basic industry related factors such as light, electricity, load, highways, natural resources, technology and buildings for companies"
essay32,Giving aid to poorer countries has more negative effects than positive effect,T8,Claim,Aiding help poor countries in this situation solve their economical problems and run their own business
essay32,Giving aid to poorer countries has more negative effects than positive effect,T9,Premise,republic of Korea used to be the poorest country even compared to others in Africa in 1960's
essay32,Giving aid to poorer countries has more negative effects than positive effect,T10,Premise,Now that it has became strong economy country aiding poor countries after 10 years of aid from other counties
essay32,Giving aid to poorer countries has more negative effects than positive effect,T11,Claim,aiding campaign gives a chance to considerate about poor people
essay32,Giving aid to poorer countries has more negative effects than positive effect,T12,Premise,"If people in rich countries ponder poor people suffering from poverty and diseases, they would never take their abundance for granted"
essay32,Giving aid to poorer countries has more negative effects than positive effect,T13,Premise,"It not only raises the notice the meaning of harmony and love, but also be a good chance to learn humane doctrine of globalization"
essay32,Giving aid to poorer countries has more negative effects than positive effect,T14,Claim,the campaigns might include practical benefits
essay32,Giving aid to poorer countries has more negative effects than positive effect,T15,Premise,the economies of several countries are in a big network and must influence on each others
essay32,Giving aid to poorer countries has more negative effects than positive effect,T16,Premise,"When America mortgage loan system went bad, several economies of European and Asian countries fluctuated, even any countries had to be gotten international supports to block its bankrupt"
essay32,Giving aid to poorer countries has more negative effects than positive effect,T17,Premise,"there are abovementioned three key points of positive effects of aid; supporting poor countries to make its economy strong and building humane concepts to people, keeping strong global economy"
essay32,Giving aid to poorer countries has more negative effects than positive effect,T18,MajorClaim,being a global neighbor by aiding poor countries would be continues by many organizations and volunteers
essay32,Giving aid to poorer countries has more negative effects than positive effect,T19,Claim,it will make the earth a better place to live
essay33,effects of globalization (decrease in global tension),T1,Claim,Some people prefer to recognize globalization as a threat to ethnic and religious values of people of their country
essay33,effects of globalization (decrease in global tension),T2,Premise,the idea of globalization put their inherited culture in danger of uncontrolled change and make them vulnerable against the attack of imperialistic governments
essay33,effects of globalization (decrease in global tension),T3,Claim,globalization contribute effectively to the global improvement of the world in many aspects
essay33,effects of globalization (decrease in global tension),T4,Premise,"Developing globalization, people can have more access to many natural resources of the world"
essay33,effects of globalization (decrease in global tension),T5,Premise,it leads to increasing the pace of scientific and economic promotions of the entire world
essay33,effects of globalization (decrease in global tension),T6,Premise,globalization can be considered a chance for people of each country to promote their lifestyle through the stuffs and services imported from other countries
essay33,effects of globalization (decrease in global tension),T7,Claim,the proponents of globalization idea point out globalization results in considerable decrease in global tension
essay33,effects of globalization (decrease in global tension),T8,Premise,convergence of benefits of people of the world which is a natural consequence of globalization
essay33,effects of globalization (decrease in global tension),T9,MajorClaim,I would rather classify myself in the proponents of globalization as a speeding factor of global progress
essay33,effects of globalization (decrease in global tension),T10,Premise,it is more likely to solve the problems of the world rather than intensifying them
essay34,Study at school or get a job?,T1,MajorClaim,student have to be forced to study at school
essay34,Study at school or get a job?,T2,Claim,they have more opprotunities to find a job and to be successful in the future
essay34,Study at school or get a job?,T3,Premise,employer always prefer to hire an employee of high degree who have professional skills
essay34,Study at school or get a job?,T4,Premise,schools offer to students a good environment with experienced professors and high quality programs for studying
essay34,Study at school or get a job?,T5,Premise,It creates the best conditions for students education and can force them to focus on their school work instead of wasting their time to do useless things
essay34,Study at school or get a job?,T6,Premise,schools provide lots of academic knowledge to students
essay34,Study at school or get a job?,T7,Premise,"Students may learn professional skills, expand their understandings and gain experiences"
essay34,Study at school or get a job?,T8,Claim,children should interrupt their school work and get a job
essay34,Study at school or get a job?,T9,Premise,children can learn a lot at school
essay34,Study at school or get a job?,T10,Premise,there are many subjects that will be of little value to them in the future
essay34,Study at school or get a job?,T11,Premise,children can learn social skills when they have a job
essay34,Study at school or get a job?,T12,Premise,They can get more experiences that can not be obtained at school
essay34,Study at school or get a job?,T13,Premise,Working helps children be more independent and teach them to esteem and manage the money that they've earned
essay34,Study at school or get a job?,T14,Claim,students should study at school
essay34,Study at school or get a job?,T15,Premise,there are some advantages of leaving school to find a job
essay34,Study at school or get a job?,T16,Premise,studying at school is always the best choice for children's future
essay34,Study at school or get a job?,T17,Premise,There are many ways that can train children to learn independent and social skills instead of getting a job
essay35,High sales reflect Power of Advertising and not the Real Need,T1,MajorClaim,these various advertisements get people to buy products that are unnecessary and only look good on television
essay35,High sales reflect Power of Advertising and not the Real Need,T2,Claim,it is not about the function or quality of the commodities themselves but really the promotion of the good feeling of possessing the product
essay35,High sales reflect Power of Advertising and not the Real Need,T3,Premise,huge cooperation hire celebrities as the face of their product
essay35,High sales reflect Power of Advertising and not the Real Need,T4,Premise,"By casting famous singers in their television advertisement, motorcycles or clothes for example, sales increase significantly"
essay35,High sales reflect Power of Advertising and not the Real Need,T5,Premise,"youngsters, as the target consumers, love celebrities"
essay35,High sales reflect Power of Advertising and not the Real Need,T6,Premise,having these products shows their status
essay35,High sales reflect Power of Advertising and not the Real Need,T7,Premise,the quality obviously is not relatively important
essay35,High sales reflect Power of Advertising and not the Real Need,T8,Premise,advertisements can be falseful and exaggerated
essay35,High sales reflect Power of Advertising and not the Real Need,T9,Claim,it plays and important role economically
essay35,High sales reflect Power of Advertising and not the Real Need,T11,Premise,they aim to grab your attention
essay35,High sales reflect Power of Advertising and not the Real Need,T12,Premise,"Advertising also helps to keep prices at reasonable levels, creates a fair environment for commercial competition"
essay35,High sales reflect Power of Advertising and not the Real Need,T13,Premise,Otherwise the market may be monopolistic
essay35,High sales reflect Power of Advertising and not the Real Need,T14,Premise,the price as well as the choice will not be so selective
essay35,High sales reflect Power of Advertising and not the Real Need,T10,Premise,"They introduce new products, and provide various choices"
essay35,High sales reflect Power of Advertising and not the Real Need,T15,Premise,not to mention they are often visually enjoyable
essay35,High sales reflect Power of Advertising and not the Real Need,T16,Claim,"The power of advertising maybe over-rated, we can not deny that the final decision is on the hands of us consumers"
essay35,High sales reflect Power of Advertising and not the Real Need,T17,Premise,"No matter how appealing the advertisements are, we should be able to make the decision on our own"
essay36,Gun control ,T1,MajorClaim,it is sensible to enforce the gun control
essay36,Gun control ,T2,Claim,The first factor considered is the risk of accidents with guns
essay36,Gun control ,T3,Premise,The accidents cannot be completely avoided although only those who have gun licenses can purchase guns
essay36,Gun control ,T4,Premise,we hear some news from time to time that someone was hurt by accident during the hunting
essay36,Gun control ,T5,Premise,"the fewer guns possessed, the fewer accidents would happened"
essay36,Gun control ,T6,Premise,our surroundings would be safer with lower accident rates
essay36,Gun control ,T7,Premise,"most violent crimes are related to the abuse of guns, especially in some countries where guns are available for people"
essay36,Gun control ,T8,Claim,guns will create a violent society if the trend continues
essay36,Gun control ,T9,Premise,"in American, young adults and even juveniles can get access to guns, which leads to the tragedies of school gun shooting"
essay36,Gun control ,T10,Premise,"some terrorists are able to possess more advanced weapons than the police, which makes citizens always live in danger"
essay36,Gun control ,T11,Claim,the possession of guns can also raise the rates of suicide
essay36,Gun control ,T12,Premise,"In the US, firearms remain the most common method of suicide, accounting for about 50 per cent"
essay36,Gun control ,T13,Premise,there is an increasing trend of adolescent suicides and suicides among those age 75 and over
essay36,Gun control ,T14,Claim,"considering the rise in accident rates, violent crime rates and suicide rates, I support that the guns should be strictly limited"
essay36,Gun control ,T15,Claim,the government should enforce a series of laws to prevent our societies from violence
essay37,International sporting occasions help to ease international tensions,T1,Premise,International sporting events are a good change to create a multi-nation community of fans having the same passion
essay37,International sporting occasions help to ease international tensions,T2,Premise,It will help people around the world understand each other more
essay37,International sporting occasions help to ease international tensions,T3,MajorClaim,international sporting occasions are essential in easing international tensions and releasing patriotic emotions in a safe way
essay37,International sporting occasions help to ease international tensions,T4,Claim,it is useful to ease tensions between nations
essay37,International sporting occasions help to ease international tensions,T5,Premise,An international sporting event is normal held in a country with huge interest from fans all over the world
essay37,International sporting occasions help to ease international tensions,T6,Premise,"For the time of occasions, people regardless of nationality, origin and religion will live together"
essay37,International sporting occasions help to ease international tensions,T7,Premise,People can understand more about a country
essay37,International sporting occasions help to ease international tensions,T8,Premise,"in FIFA World Cup 2010, the relation between North Korea and South Korea is dangerous for the warship sinking"
essay37,International sporting occasions help to ease international tensions,T9,Premise,The world suspected North Korea of the aggressive action
essay37,International sporting occasions help to ease international tensions,T10,Premise,due to this event North Korea showed a friendship and enthuasism
essay37,International sporting occasions help to ease international tensions,T11,Premise,It is rare times when people can learn about this country
essay37,International sporting occasions help to ease international tensions,T12,Claim,It really help to alleviate the tension
essay37,International sporting occasions help to ease international tensions,T13,Claim,an international sporting event also helps fans release patriotic emotions in a safe way
essay37,International sporting occasions help to ease international tensions,T14,Premise,"When they garther together to encourage their team, they will show their patriotic emotions"
essay37,International sporting occasions help to ease international tensions,T15,Premise,"Regardless of the competition between teams, their emotions are always released in a safe way due to the sole passion of the sport"
essay37,International sporting occasions help to ease international tensions,T16,Premise,all fans know that a sport event will attract the attention of whole the world and a lot of public media
essay37,International sporting occasions help to ease international tensions,T17,Premise,They will try to create a beautiful image about their land and people
essay37,International sporting occasions help to ease international tensions,T18,Premise,"In Olympic Beijing 2008, Chinese tried thier best to bring the world a spectacular image about their country"
essay37,International sporting occasions help to ease international tensions,T19,Premise,foreigners came here always received the support of friendly volunteers who were young students
essay37,International sporting occasions help to ease international tensions,T20,Premise,"They were welcomed by each Chinese hospitality, beauty in each cities"
essay37,International sporting occasions help to ease international tensions,T21,Premise,Everythings is created by patriotic emotions of Chinese who wanted to bring a beautiful China to the world
essay37,International sporting occasions help to ease international tensions,T22,Premise,International sporting events will draw the international concern
essay37,International sporting occasions help to ease international tensions,T23,Claim,It will make the world more peaceful by easing internation tensions and releasing patriotic emotions in a safe way
essay38,technology that widen the gap between rich and poor?,T1,MajorClaim,I find it hard for me to agree with this opinion
essay38,technology that widen the gap between rich and poor?,T2,Premise,the progress of material technology leads to the sharp fall of price of a great number of products
essay38,technology that widen the gap between rich and poor?,T3,Premise,"About ten years ago, mobile phones ware very expensive for most members of my country, only a few of rich individuals have enough money to buy one"
essay38,technology that widen the gap between rich and poor?,T4,Premise,"Today, mobile phones become a common one of household items, which due to the cheaper materials and better producing technologies"
essay38,technology that widen the gap between rich and poor?,T5,Claim,"most members of our society can benefit from the consequences of technical advancements, especially the poor people"
essay38,technology that widen the gap between rich and poor?,T6,Claim,"technical developments improve productivity, which help people to escape from daily chores, and invest more time and energy in studying and living a more meaningful life"
essay38,technology that widen the gap between rich and poor?,T7,Premise,"With the development of Internet, we can enjoy the pleasure and conveniences which it brings about for us every day"
essay38,technology that widen the gap between rich and poor?,T8,Premise,"In the past time, we had to spend a lot of time searching information and waiting for letters of our friends who lived far away from us"
essay38,technology that widen the gap between rich and poor?,T9,Premise,"Nowadays, we can talk with our friends online, no matter where we are and how far between us"
essay38,technology that widen the gap between rich and poor?,T10,Premise,the Internet gives everyone access to the same information
essay38,technology that widen the gap between rich and poor?,T11,Claim,this therefore leads to greater equality between individuals
essay38,technology that widen the gap between rich and poor?,T12,Claim,the gap between rich people and poor is widen by technology
